1,0.04419889502762431,0.09411764705882353,0.08839779005524862,0.0625,0.06349206349206349,0.0,1
0,0.0,0.0,0.0055248618784530384,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.022099447513812154,0.039603960396039604,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.2077922077922078,1.0,0.025974025974025976,0.5,0.042105263157894736,0.0,1
0,0.025974025974025976,0.3333333333333333,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.06060606060606061,1.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.020202020202020204,0.4,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.14666666666666667,1.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.05333333333333334,1.0,0.0,0.0,0.0,0.0,0
0,0.04,1.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.014084507042253521,0.0,0.0,0.0,0
0,0.020833333333333332,0.0392156862745098,0.0625,0.16666666666666666,0.0,0.0,0
1,0.052083333333333336,0.09259259259259259,0.03125,0.0,0.0,0.0,1
0,0.010416666666666666,0.01818181818181818,0.020833333333333332,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.010416666666666666,0.018518518518518517,0.03125,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.014705882352941176,0.022222222222222223,0.10294117647058823,0.0,0.010416666666666666,0.0,0
1,0.014705882352941176,0.02,0.029411764705882353,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.014705882352941176,0.0196078431372549,0.014705882352941176,0.0,0.0,0.0,0
0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0
0,0.04712041884816754,0.0989010989010989,0.041884816753926704,0.25,0.0,0.0,0
0,0.015706806282722512,0.030612244897959183,0.005235602094240838,0.0,0.0,0.0,0
0,0.005235602094240838,0.01020408163265306,0.005235602094240838,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.010471204188481676,0.020618556701030927,0.010471204188481676,0.0,0.0,0.0,0
0,0.005235602094240838,0.010101010101010102,0.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.011111111111111112,0.018518518518518517,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.011111111111111112,0.018518518518518517,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.01,0.016129032258064516,0.01,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.02,0.03389830508474576,0.04,0.0,0.011764705882352941,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.014388489208633094,0.023529411764705882,0.014388489208633094,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.007194244604316547,0.011904761904761904,0.02158273381294964,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.0273972602739726,0.06060606060606061,0.0547945205479452,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0547945205479452,0.125,0.0684931506849315,0.0,0.0,0.0,0
1,0.136986301369863,0.3333333333333333,0.0958904109589041,0.14285714285714285,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.08333333333333333,0.16666666666666666,0.05952380952380952,0.0,0.0,0.0,0
0,0.011904761904761904,0.022222222222222223,0.023809523809523808,0.0,0.013513513513513514,0.0,1
1,0.011904761904761904,0.022727272727272728,0.03571428571428571,0.0,0.0,0.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.047619047619047616,0.08888888888888889,0.023809523809523808,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0
0,0.024875621890547265,0.050505050505050504,0.05472636815920398,0.09090909090909091,0.05970149253731343,0.0,0
0,0.009950248756218905,0.01834862385321101,0.004975124378109453,0.0,0.0,0.0,0
0,0.014925373134328358,0.027777777777777776,0.009950248756218905,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0.009950248756218905,0.01818181818181818,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.004975124378109453,0.0,0.0,0.0,0
0,0.0,0.0,0.009950248756218905,0.5,0.0,0.0,0
0,0.014778325123152709,0.03409090909090909,0.034482758620689655,0.0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.0049261083743842365,0.0,0.0,0.0,0
1,0.0,0.0,0.0,0.0,0.0,0.0,0
0,0.0,0.0,0.019704433497536946,0.0,0.0,0.0,0
0,0.0049261083743842365,0.010869565217391304,0.014778325123152709,0.0,0.0,0.0,0
0,0.0049261083743842365,0.010526315789473684,0.0,0.0,0.0,0.0,0
